"Q1_star_avg","EIF_std","num_pp","Q1_star_lb","Q1_star_ub","patient_profiles","htn_med_class"
-0.289202658455117,0.0316183313737972,655,-0.351174587947759,-0.227230728962474,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","acei"
0.139471772088164,0.026504364615115,586,0.0875232174425387,0.19142032673379,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","acei"
-0.622554352799052,0.124299545743236,186,-0.866181462455794,-0.37892724314231,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","acei"
-0.119967567312953,0.0648292355581433,636,-0.247032869006914,0.00709773438100776,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","acei"
-0.536792075542037,0.152691574803909,208,-0.8360675621577,-0.237516588926375,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","acei"
-0.0717470939994015,0.029811806568395,867,-0.130178234873456,-0.0133159531253472,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","acei"
-0.729907853555349,0.0818771185451524,393,-0.890387005903848,-0.569428701206851,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","acei"
-0.192721578496544,0.0449968417801179,431,-0.280915388385575,-0.104527768607513,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","acei"
-0.14203499060898,0.0977731952922632,441,-0.333670453381816,0.0496004721638561,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","acei"
0.121923062705621,0.0929107284775325,1444,-0.060181965110343,0.304028090521585,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","acei"
-0.498148300620615,0.0421204096556808,564,-0.58070430354575,-0.415592297695481,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","acei"
-0.084599169246831,0.0511441562863254,283,-0.184841715568029,0.0156433770743668,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","acei"
-0.227119934185071,0.0805872052908641,103,-0.385070856555164,-0.069169011814977,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","acei"
-0.966410542201028,0.0975000801408815,185,-1.15751069927716,-0.7753103851249,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","acei"
-0.100079503858083,0.0766863627887275,347,-0.250384774923989,0.0502257672078223,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","acei"
-0.396402084310012,0.0709051373390836,298,-0.535376153494616,-0.257428015125408,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","acei"
-0.136315772845798,0.0307586587671553,424,-0.196602744029422,-0.0760288016621734,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","acei"
-0.000697813059490424,0.0310644215579036,695,-0.0615840793129815,0.0601884531940007,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","acei"
-0.276899699498503,0.216217896729467,736,-0.700686777088259,0.146887378091253,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","acei"
-0.308003578148038,0.0579834164600523,894,-0.42165107440974,-0.194356081886335,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","acei"
-0.286031705703795,0.163296056563241,649,-0.606091976567747,0.0340285651601575,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","acei"
-0.123186900098609,0.0514400106719617,259,-0.224009321015654,-0.0223644791815644,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","acei"
-0.521770048108044,0.0582956329664637,413,-0.636029488722313,-0.407510607493775,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","acei"
-0.0127391497606883,0.0451981579322038,957,-0.101327539307808,0.0758492397864312,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","acei"
-0.446027262961825,0.21049534892747,489,-0.858598146859667,-0.0334563790639839,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","acei"
-0.380561950775485,0.216975198649809,1129,-0.805833340129111,0.0447094385781409,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","acei"
-0.217692274845603,0.0774782205952607,210,-0.369549587212314,-0.0658349624788923,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","acei"
-0.0769633086563525,0.0571759380410107,221,-0.189028147216733,0.0351015299040286,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","acei"
-0.3319975413659,0.0453932062946279,599,-0.420968225703371,-0.243026857028429,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","acei"
-0.413066414791042,0.228711071970968,136,-0.86134011585414,0.0352072862720559,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","acei"
-0.546795370744798,0.106256619594281,322,-0.755058345149588,-0.338532396340008,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_[0,0.95]","acei"
-0.704935240904244,0.211652963237792,438,-1.11977504885032,-0.290095432958172,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","acei"
-0.419622805398271,0.0444305952466882,463,-0.50670677208178,-0.332538838714762,"(65,150]_[0,150]_[0,90]_(30,100]_(200,300]_(0.95,5]","acei"
-0.260416155055166,0.0587476279837766,259,-0.375561505903368,-0.145270804206964,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","acei"
-0.180707168041725,0.0850341360606107,151,-0.347374074720522,-0.0140402613629278,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_(0.95,5]","acei"
-0.463369218060815,0.0619929019404585,264,-0.584875305864114,-0.341863130257516,"[0,65]_(150,300]_[0,90]_(30,100]_(200,300]_[0,0.95]","acei"
-0.624559383783179,0.0670778275591518,314,-0.756031925799116,-0.493086841767241,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_[0,0.95]","acei"
-0.050284157155151,0.0382988379340237,504,-0.125349879505837,0.0247815651955354,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_(0.95,5]","acei"
-1.72268040492838,0.114642875817972,103,-1.94738044153161,-1.49798036832516,"(65,150]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","acei"
-0.400350778067034,0.0699095582528459,546,-0.537373512242612,-0.263328043891456,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_(0.95,5]","acei"
0.021975321065418,0.0408909092981635,395,-0.0581708611589824,0.102121503289819,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","acei"
-0.957364824528764,0.255796209291865,87,-1.45872539474082,-0.45600425431671,"(65,150]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","acei"
-0.275181285107678,0.0350621723470933,228,-0.343903142907981,-0.206459427307375,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","acei"
-0.549884642795248,0.154376145489626,357,-0.852461887954915,-0.247307397635582,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","acei"
0.12513656815789,0.0873709853701715,121,-0.0461105631676458,0.296383699483426,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","acei"
-0.486770073477786,0.0995600336375778,133,-0.681907739407439,-0.291632407548134,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","acei"
-0.282519793544023,0.0845628503865584,90,-0.448262980301678,-0.116776606786369,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","acei"
-0.257722575060604,0.144176123443677,99,-0.540307777010211,0.0248626268890036,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","acei"
-0.199509393504932,0.0848591837883382,117,-0.365833393730075,-0.0331853932797891,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","acei"
-0.796256604268366,0.0868696930297141,128,-0.966521202606606,-0.625992005930126,"[0,65]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","acei"
-0.467924173369,0.0321921601757499,734,-0.53102080731347,-0.40482753942453,"(65,150]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","arb"
-0.164827509195589,0.0208475240159538,1618,-0.205688656266859,-0.12396636212432,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","arb"
-0.3638469397507,0.255846612510282,813,-0.865306300270853,0.137612420769454,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","arb"
-0.0610773113005368,0.0276179091641922,1208,-0.115208413262353,-0.00694620933872014,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","arb"
-0.465109617050662,0.0504916409939811,570,-0.564073233398865,-0.366146000702459,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","arb"
-0.335315857523384,0.0325222355013798,949,-0.399059439106089,-0.27157227594068,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","arb"
-0.0338217393178592,0.0175497101718722,443,-0.0682191712547288,0.00057569261901036,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","arb"
-0.499965226418004,0.129956164819341,390,-0.754679309463911,-0.245251143372096,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
-0.0412405656050345,0.0216074052386178,603,-0.0835910798727253,0.00110994866265636,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","arb"
-0.426440653160511,0.0490427046656394,379,-0.522564354305164,-0.330316952015857,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","arb"
-0.288400030505007,0.0542203433452361,899,-0.394671903461669,-0.182128157548344,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_[0,0.95]","arb"
-0.0842994352242883,0.021360274459413,1396,-0.126165573164738,-0.0424332972838388,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","arb"
0.197420930245744,0.0456859310092988,272,0.107876505467519,0.28696535502397,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","arb"
-1.00136714494708,0.064075098190002,222,-1.12695433739948,-0.875779952494675,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","arb"
-0.331479742714637,0.0210863531033916,655,-0.372808994797284,-0.290150490631989,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","arb"
-0.0662839736466518,0.0249053549395923,586,-0.115098469328253,-0.0174694779650509,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","arb"
-0.841922924427784,0.0620695374167964,186,-0.963579217764705,-0.720266631090863,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","arb"
-0.0555126960078099,0.055828081085544,636,-0.164935734935476,0.0539103429198563,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","arb"
-0.127466440429511,0.119199914803545,208,-0.361098273444459,0.106165392585436,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","arb"
0.0996257218416402,0.0262718023264555,867,0.0481329892817873,0.151118454401493,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","arb"
-0.590090928150501,0.0626301238747591,393,-0.712845970945029,-0.467335885355974,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","arb"
0.235303202624174,0.0395448984786201,431,0.157795201606078,0.312811203642269,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","arb"
0.0876276985887016,0.0677342515092715,441,-0.0451314343694705,0.220386831546874,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","arb"
0.144239874657131,0.0387048410045445,1444,0.0683783862882239,0.220101363026038,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","arb"
-0.25609520348248,0.0284322892123716,564,-0.311822490338728,-0.200367916626231,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","arb"
-0.147839954001733,0.030899166685641,283,-0.208402320705589,-0.0872775872978763,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","arb"
-0.629565860580681,0.0705466935529889,103,-0.767837379944539,-0.491294341216823,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","arb"
-0.133067838710503,0.0845803106977083,185,-0.298845247678011,0.0327095702570057,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","arb"
-0.53175209611997,0.0665752033693051,347,-0.662239494723808,-0.401264697516132,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","arb"
-0.0355651876002684,0.0703594981843015,298,-0.173469804041499,0.102339428840962,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
-0.109868361742051,0.0260293981248543,424,-0.160885982066766,-0.058850741417337,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","arb"
0.130362499963096,0.057216886451899,695,0.0182174025173738,0.242507597408818,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","arb"
-0.400912167101796,0.202841222558652,736,-0.798480963316754,-0.003343370886839,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","arb"
-0.19063063471445,0.116100427127003,894,-0.418187471883376,0.036926202454475,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","arb"
-0.189004526804476,0.167506757574345,649,-0.517317771650192,0.139308718041241,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","arb"
-0.0545060741039515,0.0272361036462384,259,-0.107888837250579,-0.00112331095732419,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","arb"
-0.25184803949828,0.0384887826655156,413,-0.327286053522691,-0.17641002547387,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","arb"
0.0242282840785622,0.0293061192554563,957,-0.0332117096621321,0.0816682778192564,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","arb"
-0.4278297682936,0.235943744525598,489,-0.890279507563772,0.0346199709765721,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","arb"
-0.112492237409249,0.166191373010867,1129,-0.438227328510548,0.21324285369205,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","arb"
-0.204980951968973,0.0405539501513472,210,-0.284466694265613,-0.125495209672332,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","arb"
-0.246917722835167,0.0383894017985377,221,-0.322160950360301,-0.171674495310033,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
0.0233603432905942,0.0387871537001788,599,-0.0526624779617563,0.0993831645429448,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","arb"
0.434193485332026,0.275073577656713,136,-0.104950726875132,0.973337697539183,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","arb"
-0.359547244741259,0.108291078363825,322,-0.571797758334356,-0.147296731148162,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_[0,0.95]","arb"
-0.616786712994228,0.153910091256284,438,-0.918450491856545,-0.31512293413191,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","arb"
-0.428243156364411,0.0443702340501792,463,-0.515208815102762,-0.34127749762606,"(65,150]_[0,150]_[0,90]_(30,100]_(200,300]_(0.95,5]","arb"
-0.191479059060018,0.0995404289337384,259,-0.386578299770145,0.00362018165010972,"[0,65]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","arb"
-0.0165663710211713,0.0474952967454101,151,-0.109657152642175,0.0765244105998326,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_(0.95,5]","arb"
-0.420683756094257,0.0583849058494391,264,-0.535118171559158,-0.306249340629357,"[0,65]_(150,300]_[0,90]_(30,100]_(200,300]_[0,0.95]","arb"
0.0307083555306304,0.0472052432252375,314,-0.0618139211908351,0.123230632252096,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_[0,0.95]","arb"
0.125942971821027,0.0236238229926573,504,0.0796402787554187,0.172245664886635,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_(0.95,5]","arb"
-0.169058961203619,0.132427958297897,103,-0.428617759467497,0.0904998370602579,"(65,150]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","arb"
-0.511280853504547,0.0963653647610014,546,-0.70015696843611,-0.322404738572984,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_(0.95,5]","arb"
-0.0135987698758807,0.0290866596895562,395,-0.0706086228674108,0.0434110831156495,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","arb"
-0.0919247323503294,0.303477888050081,87,-0.686741392928488,0.502891928227829,"(65,150]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","arb"
-0.296347073676758,0.0348696760172733,228,-0.364691638670614,-0.228002508682903,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","arb"
0.114067097797515,0.107264822980431,357,-0.0961719552441286,0.324306150839159,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_[0,0.95]","arb"
-0.239606620756852,0.0711632652345186,121,-0.379086620616508,-0.100126620897196,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_[0,0.95]","arb"
-0.189404008329275,0.0883898221787992,133,-0.362648059799722,-0.016159956858829,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","arb"
-0.338394863033899,0.0789634139546084,90,-0.493163154384931,-0.183626571682866,"(65,150]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","arb"
-0.518983205259845,0.266057815238789,99,-1.04045652312787,0.00249011260818166,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","arb"
-0.354303222166897,0.0486552492872302,117,-0.449667510769868,-0.258938933563926,"(65,150]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","arb"
-0.333383844125314,0.0779364529124156,128,-0.486139291833648,-0.180628396416979,"[0,65]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","arb"
-0.196845435346317,0.0540770377836867,734,-0.302836429402343,-0.0908544412902908,"(65,150]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","ccb"
-0.214989565432025,0.0173430062413283,1618,-0.248981857665028,-0.180997273199021,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
-0.500327550893419,0.21398802458054,813,-0.919744079071278,-0.0809110227155594,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","ccb"
-0.182440725153534,0.0261582576865582,1208,-0.233710910219188,-0.13117054008788,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","ccb"
-0.304490189478451,0.0685696040015403,570,-0.43888661332147,-0.170093765635432,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
-0.11266499706742,0.054395178575384,949,-0.219279547075172,-0.00605044705966724,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
-0.0645983508312148,0.0253220450208168,443,-0.114229559072016,-0.0149671425904139,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.272540272660463,0.142076165329803,390,-0.551009556706877,0.00592901138595048,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","ccb"
-0.0220884704022943,0.0191507461635839,603,-0.0596239328829187,0.0154469920783302,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
-0.171557643493756,0.161398940057145,379,-0.487899566005761,0.144784279018248,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
-0.394506150784513,0.0493839454168656,899,-0.491298683801569,-0.297713617767456,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_[0,0.95]","ccb"
-0.138143384181706,0.0209883233790809,1396,-0.179280498004704,-0.097006270358707,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
-0.138712124562219,0.0406034206879869,272,-0.218294829110674,-0.0591294200137651,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","ccb"
-1.13929142032062,0.0751017217696127,222,-1.28649079498906,-0.992092045652178,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
-0.319071579806963,0.048035466393143,655,-0.413221093937523,-0.224922065676403,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_[0,0.95]","ccb"
-0.0931044578834501,0.0249345339532743,586,-0.141976144431868,-0.0442327713350326,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
-0.821563326051477,0.160099354420236,186,-1.13535806071514,-0.507768591387814,"(65,150]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
-0.0379345232425604,0.0907351387634728,636,-0.215775395218967,0.139906348733846,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","ccb"
-0.343020612466339,0.155317002437449,208,-0.64744193724374,-0.0385992876889382,"[0,65]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.135572051948977,0.0200489782291962,867,0.0962760546197522,0.174868049278201,"[0,65]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.708759662922181,0.088302254397587,393,-0.881832081541451,-0.53568724430291,"(65,150]_(150,300]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.041179704208976,0.0271931475222449,431,-0.012118864934624,0.094478273352576,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
-0.145488424986246,0.0724798086800583,441,-0.28754884999916,-0.00342799997333143,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
0.00224046990037555,0.0907764246840893,1444,-0.17568132248044,0.180162262281191,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.588040915143978,0.0630135634414535,564,-0.711547499489226,-0.464534330798729,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
-0.170311578413479,0.0407889612705883,283,-0.250257942503832,-0.0903652143231256,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.21856963410384,0.0589914972039237,103,-0.33419296862353,-0.10294629958415,"(65,150]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
-0.0320742679939834,0.0978454277209376,185,-0.223851306327021,0.159702770339054,"(65,150]_(150,300]_[0,90]_(30,100]_(200,300]_(0.95,5]","ccb"
-0.3265664601882,0.0869328640767782,347,-0.496954873778686,-0.156178046597715,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_(0.95,5]","ccb"
-0.0900222464323343,0.131735256461998,298,-0.34822334909785,0.168178856233181,"[0,65]_[0,150]_(90,200]_[0,30]_[0,200]_(0.95,5]","ccb"
-0.0608133755159621,0.020643948505734,424,-0.101275514587201,-0.0203512364447234,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_(0.95,5]","ccb"
0.104914456198379,0.0438717538343342,695,0.0189258186830836,0.190903093713674,"[0,65]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
-0.100984716142238,0.191661706774622,736,-0.476641661420497,0.274672229136021,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_[0,0.95]","ccb"
-0.294910432858296,0.0748834455018215,894,-0.441681986041866,-0.148138879674726,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","ccb"
0.133238477765507,0.0597780584772701,649,0.0160734831500576,0.250403472380956,"(65,150]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.323739382796721,0.0440542274812276,259,-0.410085668659927,-0.237393096933514,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_[0,0.95]","ccb"
-0.335123025786997,0.0324550880283114,413,-0.398734998322487,-0.271511053251507,"[0,65]_[0,150]_(90,200]_(30,100]_(200,300]_(0.95,5]","ccb"
-0.0298206004232997,0.0325794065429621,957,-0.0936762372475054,0.0340350364009059,"(65,150]_[0,150]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
-0.185902783785488,0.23994526410375,489,-0.656195501428838,0.284389933857862,"[0,65]_[0,150]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
-0.203512716675113,0.192174287010696,1129,-0.580174319216076,0.173148885865851,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.11325547484968,0.0346256370444656,210,0.045389226242527,0.181121723456832,"[0,65]_(150,300]_[0,90]_[0,30]_[0,200]_[0,0.95]","ccb"
-0.0458383249918704,0.0755294224799263,221,-0.193875993052526,0.102199343068785,"(65,150]_(150,300]_(90,200]_[0,30]_[0,200]_(0.95,5]","ccb"
-0.236265845629055,0.0273419815016786,599,-0.289856129372345,-0.182675561885765,"(65,150]_(150,300]_[0,90]_[0,30]_(200,300]_[0,0.95]","ccb"
