a,subtype,type
44038630,acei_diuretic,htn_meds
44064749,acei_diuretic,htn_meds
44038629,acei_diuretic,htn_meds
40096447,acei_diuretic,htn_meds
40171662,acei_diuretic,htn_meds
40171663,acei_diuretic,htn_meds
40171672,acei_diuretic,htn_meds
40171673,acei_diuretic,htn_meds
40171676,acei_diuretic,htn_meds
40171677,acei_diuretic,htn_meds
40171683,acei_diuretic,htn_meds
40171684,acei_diuretic,htn_meds
19055337,acei_diuretic,htn_meds
44125409,acei_diuretic,htn_meds
44102427,acei_diuretic,htn_meds
44067760,acei_diuretic,htn_meds
44060798,acei_diuretic,htn_meds
44102426,acei_diuretic,htn_meds
44106330,acei_diuretic,htn_meds
36239983,acei_diuretic,htn_meds
36239984,acei_diuretic,htn_meds
40165387,acei_diuretic,htn_meds
40165750,acei_diuretic,htn_meds
40165759,acei_diuretic,htn_meds
40165760,acei_diuretic,htn_meds
40165786,acei_diuretic,htn_meds
40165787,acei_diuretic,htn_meds
19026551,acei_diuretic,htn_meds
21131445,acei_diuretic,htn_meds
21072828,acei_diuretic,htn_meds
21170954,acei_diuretic,htn_meds
40728988,acei_diuretic,htn_meds
21043287,acei_diuretic,htn_meds
21023604,acei_diuretic,htn_meds
21043288,acei_diuretic,htn_meds
40728987,acei_diuretic,htn_meds
21043289,acei_diuretic,htn_meds
21131446,acei_diuretic,htn_meds
21043286,acei_diuretic,htn_meds
21102191,acei_diuretic,htn_meds
40728989,acei_diuretic,htn_meds
21043285,acei_diuretic,htn_meds
21023603,acei_diuretic,htn_meds
40969855,acei_diuretic,htn_meds
41198401,acei_diuretic,htn_meds
21053113,acei_diuretic,htn_meds
21102185,acei_diuretic,htn_meds
21092300,acei_diuretic,htn_meds
21053114,acei_diuretic,htn_meds
21102186,acei_diuretic,htn_meds
21023599,acei_diuretic,htn_meds
21082478,acei_diuretic,htn_meds
21072825,acei_diuretic,htn_meds
40728972,acei_diuretic,htn_meds
40728973,acei_diuretic,htn_meds
21082477,acei_diuretic,htn_meds
21170948,acei_diuretic,htn_meds
21170949,acei_diuretic,htn_meds
43133688,acei_diuretic,htn_meds
21053115,acei_diuretic,htn_meds
40845380,acei_diuretic,htn_meds
36262928,acei_diuretic,htn_meds
36258466,acei_diuretic,htn_meds
43144614,acei_diuretic,htn_meds
43155791,acei_diuretic,htn_meds
40938805,acei_diuretic,htn_meds
21161173,acei_diuretic,htn_meds
21053112,acei_diuretic,htn_meds
21092299,acei_diuretic,htn_meds
21131441,acei_diuretic,htn_meds
21151218,acei_diuretic,htn_meds
40728974,acei_diuretic,htn_meds
40728975,acei_diuretic,htn_meds
21112008,acei_diuretic,htn_meds
21072824,acei_diuretic,htn_meds
44128039,acei_diuretic,htn_meds
36239006,acei_diuretic,htn_meds
36239007,acei_diuretic,htn_meds
40155308,acei_diuretic,htn_meds
974854,acei_diuretic,htn_meds
36921893,acei_diuretic,htn_meds
36947823,acei_diuretic,htn_meds
36067356,acei_diuretic,htn_meds
36944926,acei_diuretic,htn_meds
36953013,acei_diuretic,htn_meds
36952294,acei_diuretic,htn_meds
36941165,acei_diuretic,htn_meds
36966159,acei_diuretic,htn_meds
36939479,acei_diuretic,htn_meds
36957569,acei_diuretic,htn_meds
36067357,acei_diuretic,htn_meds
36963800,acei_diuretic,htn_meds
36966076,acei_diuretic,htn_meds
36922082,acei_diuretic,htn_meds
19042717,acei_diuretic,htn_meds
974853,acei_diuretic,htn_meds
36962500,acei_diuretic,htn_meds
36944345,acei_diuretic,htn_meds
36925955,acei_diuretic,htn_meds
36929659,acei_diuretic,htn_meds
36067349,acei_diuretic,htn_meds
36963656,acei_diuretic,htn_meds
36939211,acei_diuretic,htn_meds
36948427,acei_diuretic,htn_meds
36930022,acei_diuretic,htn_meds
36967787,acei_diuretic,htn_meds
36963994,acei_diuretic,htn_meds
36959667,acei_diuretic,htn_meds
36951535,acei_diuretic,htn_meds
36953674,acei_diuretic,htn_meds
36067196,acei_diuretic,htn_meds
36942000,acei_diuretic,htn_meds
36925958,acei_diuretic,htn_meds
36967619,acei_diuretic,htn_meds
36928711,acei_diuretic,htn_meds
36954526,acei_diuretic,htn_meds
36933919,acei_diuretic,htn_meds
19133002,acei_diuretic,htn_meds
974852,acei_diuretic,htn_meds
19042713,acei_diuretic,htn_meds
19020260,acei_diuretic,htn_meds
36232760,acei_diuretic,htn_meds
21062941,acei_diuretic,htn_meds
21112023,acei_diuretic,htn_meds
21131455,acei_diuretic,htn_meds
40733691,acei_diuretic,htn_meds
21053133,acei_diuretic,htn_meds
21062942,acei_diuretic,htn_meds
21161194,acei_diuretic,htn_meds
21121702,acei_diuretic,htn_meds
21023615,acei_diuretic,htn_meds
21161192,acei_diuretic,htn_meds
21072850,acei_diuretic,htn_meds
40733692,acei_diuretic,htn_meds
21023614,acei_diuretic,htn_meds
21161193,acei_diuretic,htn_meds
36260367,acei_diuretic,htn_meds
36258333,acei_diuretic,htn_meds
43515707,acei_diuretic,htn_meds
44050449,acei_diuretic,htn_meds
44063456,acei_diuretic,htn_meds
40154690,acei_diuretic,htn_meds
19132832,acei_diuretic,htn_meds
36954379,acei_diuretic,htn_meds
36942498,acei_diuretic,htn_meds
36935673,acei_diuretic,htn_meds
36923293,acei_diuretic,htn_meds
36967605,acei_diuretic,htn_meds
36958953,acei_diuretic,htn_meds
36933368,acei_diuretic,htn_meds
36923996,acei_diuretic,htn_meds
36932026,acei_diuretic,htn_meds
36969397,acei_diuretic,htn_meds
36938953,acei_diuretic,htn_meds
36922342,acei_diuretic,htn_meds
19132831,acei_diuretic,htn_meds
19132834,acei_diuretic,htn_meds
19132833,acei_diuretic,htn_meds
40168021,acei_diuretic,htn_meds
40168022,acei_diuretic,htn_meds
19082573,acei_diuretic,htn_meds
974170,acei_diuretic,htn_meds
974169,acei_diuretic,htn_meds
40096153,acei_diuretic,htn_meds
43166576,acei_diuretic,htn_meds
21601809,acei_diuretic,htn_meds
21601810,acei_diuretic,htn_meds
36786066,acei_diuretic,htn_meds
40027598,acei_diuretic,htn_meds
21601812,acei_diuretic,htn_meds
21601804,acei_diuretic,htn_meds
40042000,acei_diuretic,htn_meds
40039209,acei_diuretic,htn_meds
21601811,acei_diuretic,htn_meds
21601805,acei_diuretic,htn_meds
40044817,acei_diuretic,htn_meds
40045122,acei_diuretic,htn_meds
21601813,acei_diuretic,htn_meds
21601806,acei_diuretic,htn_meds
35406763,acei_diuretic,htn_meds
21601808,acei_diuretic,htn_meds
43193525,acei_diuretic,htn_meds
40049453,acei_diuretic,htn_meds
43157075,acei_diuretic,htn_meds
40045124,acei_diuretic,htn_meds
21601807,acei_diuretic,htn_meds
40044841,acei_diuretic,htn_meds
40100453,acei_diuretic,htn_meds
21601814,acei_diuretic,htn_meds
43636119,acei_diuretic,htn_meds
43178952,acei_diuretic,htn_meds
42705339,arb_diuretic,htn_meds
42707640,arb_diuretic,htn_meds
42707642,arb_diuretic,htn_meds
42707657,arb_diuretic,htn_meds
42705338,arb_diuretic,htn_meds
42705341,arb_diuretic,htn_meds
42705363,arb_diuretic,htn_meds
36238276,arb_diuretic,htn_meds
36238275,arb_diuretic,htn_meds
43525545,arb_diuretic,htn_meds
19055329,arb_diuretic,htn_meds
19071571,arb_diuretic,htn_meds
36234201,arb_diuretic,htn_meds
36234200,arb_diuretic,htn_meds
36234202,arb_diuretic,htn_meds
36234203,arb_diuretic,htn_meds
40154112,arb_diuretic,htn_meds
19131972,arb_diuretic,htn_meds
19131973,arb_diuretic,htn_meds
19055363,arb_diuretic,htn_meds
1351588,arb_diuretic,htn_meds
19126554,arb_diuretic,htn_meds
19017985,arb_diuretic,htn_meds
19131970,arb_diuretic,htn_meds
19131971,arb_diuretic,htn_meds
19131968,arb_diuretic,htn_meds
19131969,arb_diuretic,htn_meds
19055330,arb_diuretic,htn_meds
1351589,arb_diuretic,htn_meds
19055361,arb_diuretic,htn_meds
19113472,arb_diuretic,htn_meds
1351585,arb_diuretic,htn_meds
19113473,arb_diuretic,htn_meds
19055362,arb_diuretic,htn_meds
19113475,arb_diuretic,htn_meds
1351586,arb_diuretic,htn_meds
19113476,arb_diuretic,htn_meds
40095734,arb_diuretic,htn_meds
40133591,arb_diuretic,htn_meds
19113471,arb_diuretic,htn_meds
36231388,arb_diuretic,htn_meds
36231389,arb_diuretic,htn_meds
40155317,arb_diuretic,htn_meds
40184186,arb_diuretic,htn_meds
40184185,arb_diuretic,htn_meds
40184191,arb_diuretic,htn_meds
40184189,arb_diuretic,htn_meds
40184247,arb_diuretic,htn_meds
40184246,arb_diuretic,htn_meds
19050618,arb_diuretic,htn_meds
36218517,arb_diuretic,htn_meds
36218518,arb_diuretic,htn_meds
36234456,arb_diuretic,htn_meds
36236404,arb_diuretic,htn_meds
40226742,arb_diuretic,htn_meds
40069687,arb_diuretic,htn_meds
19098438,arb_diuretic,htn_meds
19019200,arb_diuretic,htn_meds
19098439,arb_diuretic,htn_meds
19019201,arb_diuretic,htn_meds
1312746,arb_diuretic,htn_meds
19019199,arb_diuretic,htn_meds
19019198,arb_diuretic,htn_meds
19073162,arb_diuretic,htn_meds
36231151,arb_diuretic,htn_meds
36231152,arb_diuretic,htn_meds
19073165,arb_diuretic,htn_meds
1317676,arb_diuretic,htn_meds
19120314,arb_diuretic,htn_meds
1317673,arb_diuretic,htn_meds
19073164,arb_diuretic,htn_meds
1317674,arb_diuretic,htn_meds
40102454,arb_diuretic,htn_meds
19062255,arb_diuretic,htn_meds
19049858,arb_diuretic,htn_meds
36235115,arb_diuretic,htn_meds
36235116,arb_diuretic,htn_meds
36237090,arb_diuretic,htn_meds
36237091,arb_diuretic,htn_meds
40154695,arb_diuretic,htn_meds
19132613,arb_diuretic,htn_meds
19132614,arb_diuretic,htn_meds
19132617,arb_diuretic,htn_meds
19132618,arb_diuretic,htn_meds
19132611,arb_diuretic,htn_meds
19132612,arb_diuretic,htn_meds
19132615,arb_diuretic,htn_meds
19132616,arb_diuretic,htn_meds
19132619,arb_diuretic,htn_meds
19132620,arb_diuretic,htn_meds
19062258,arb_diuretic,htn_meds
19016858,arb_diuretic,htn_meds
1308877,arb_diuretic,htn_meds
19062259,arb_diuretic,htn_meds
19098303,arb_diuretic,htn_meds
19062256,arb_diuretic,htn_meds
19016856,arb_diuretic,htn_meds
1308879,arb_diuretic,htn_meds
19062257,arb_diuretic,htn_meds
19016857,arb_diuretic,htn_meds
1308876,arb_diuretic,htn_meds
40100657,arb_diuretic,htn_meds
40100659,arb_diuretic,htn_meds
3004249,SBP,labs_vitals
3012888,DBP,labs_vitals
3019900,total_cholesterol,labs_vitals
3027114,total_cholesterol,labs_vitals
3001308,LDL,labs_vitals
3009966,LDL,labs_vitals
3035899,LDL,labs_vitals
3035009,LDL,labs_vitals
36032416,LDL,labs_vitals
36031267,LDL,labs_vitals
36031404,LDL,labs_vitals
927157,LDL,labs_vitals
42870529,LDL,labs_vitals
40758569,LDL,labs_vitals
3039873,LDL,labs_vitals
3053341,LDL,labs_vitals
3038988,LDL,labs_vitals
4041556,LDL,labs_vitals
4210878,LDL,labs_vitals
3008631,LDL,labs_vitals
3028288,LDL,labs_vitals
3028437,LDL,labs_vitals
3016723,creatinine,labs_vitals
3020564,creatinine,labs_vitals
3038553,BMI,labs_vitals
3004410,hba1c,labs_vitals
923645,PPI,concurrent_meds
40069718,PPI,concurrent_meds
929887,PPI,concurrent_meds
19081767,PPI,concurrent_meds
19019418,PPI,concurrent_meds
904453,PPI,concurrent_meds
948078,PPI,concurrent_meds
40058168,PPI,concurrent_meds
911735,PPI,concurrent_meds
19095273,PPI,concurrent_meds
929889,PPI,concurrent_meds
40128068,PPI,concurrent_meds
40098064,PPI,concurrent_meds
904454,PPI,concurrent_meds
923686,PPI,concurrent_meds
19123105,PPI,concurrent_meds
40163284,PPI,concurrent_meds
40163285,PPI,concurrent_meds
40098411,PPI,concurrent_meds
19085107,PPI,concurrent_meds
19023551,PPI,concurrent_meds
40163286,PPI,concurrent_meds
40163287,PPI,concurrent_meds
40163820,PPI,concurrent_meds
19080217,PPI,concurrent_meds
40058169,PPI,concurrent_meds
19095231,PPI,concurrent_meds
19045012,PPI,concurrent_meds
923647,PPI,concurrent_meds
19081766,PPI,concurrent_meds
929953,PPI,concurrent_meds
40128069,PPI,concurrent_meds
40069720,PPI,concurrent_meds
19031629,PPI,concurrent_meds
904455,PPI,concurrent_meds
19005696,PPI,concurrent_meds
19123103,PPI,concurrent_meds
19045011,PPI,concurrent_meds
19123106,PPI,concurrent_meds
948079,PPI,concurrent_meds
948104,PPI,concurrent_meds
40098275,PPI,concurrent_meds
19099661,PPI,concurrent_meds
40140164,PPI,concurrent_meds
19045787,PPI,concurrent_meds
40158363,PPI,concurrent_meds
929954,PPI,concurrent_meds
923651,PPI,concurrent_meds
19034886,PPI,concurrent_meds
19045786,PPI,concurrent_meds
19005695,PPI,concurrent_meds
19071430,PPI,concurrent_meds
19123104,PPI,concurrent_meds
40130414,PPI,concurrent_meds
929924,PPI,concurrent_meds
19031628,PPI,concurrent_meds
19098167,PPI,concurrent_meds
19099650,PPI,concurrent_meds
948107,PPI,concurrent_meds
40167553,PPI,concurrent_meds
1718269,PPI,concurrent_meds
923721,PPI,concurrent_meds
1718271,PPI,concurrent_meds
923720,PPI,concurrent_meds
923757,PPI,concurrent_meds
40135055,PPI,concurrent_meds
19039926,PPI,concurrent_meds
923682,PPI,concurrent_meds
923754,PPI,concurrent_meds
1718270,PPI,concurrent_meds
40123805,PPI,concurrent_meds
19091798,PPI,concurrent_meds
40069721,PPI,concurrent_meds
19102189,PPI,concurrent_meds
19045788,PPI,concurrent_meds
19128369,PPI,concurrent_meds
923756,PPI,concurrent_meds
40148881,PPI,concurrent_meds
40148882,PPI,concurrent_meds
19129541,PPI,concurrent_meds
19129540,PPI,concurrent_meds
40174237,PPI,concurrent_meds
40174236,PPI,concurrent_meds
40174235,PPI,concurrent_meds
929925,PPI,concurrent_meds
1718257,PPI,concurrent_meds
1718255,PPI,concurrent_meds
1718273,PPI,concurrent_meds
40128958,PPI,concurrent_meds
40073857,PPI,concurrent_meds
19039930,PPI,concurrent_meds
19039961,PPI,concurrent_meds
40157151,PPI,concurrent_meds
19123300,PPI,concurrent_meds
19128367,PPI,concurrent_meds
19129803,PPI,concurrent_meds
929931,PPI,concurrent_meds
929926,PPI,concurrent_meds
929956,PPI,concurrent_meds
929955,PPI,concurrent_meds
35604332,PPI,concurrent_meds
35604331,PPI,concurrent_meds
35604682,PPI,concurrent_meds
35604681,PPI,concurrent_meds
948080,PPI,concurrent_meds
19045015,PPI,concurrent_meds
19112920,PPI,concurrent_meds
19122573,PPI,concurrent_meds
904490,PPI,concurrent_meds
40165709,PPI,concurrent_meds
40168991,PPI,concurrent_meds
923755,PPI,concurrent_meds
929958,PPI,concurrent_meds
19091799,PPI,concurrent_meds
19120974,PPI,concurrent_meds
904492,PPI,concurrent_meds
40165710,PPI,concurrent_meds
40174233,PPI,concurrent_meds
40174234,PPI,concurrent_meds
40176133,PPI,concurrent_meds
40176132,PPI,concurrent_meds
40176131,PPI,concurrent_meds
19008306,PPI,concurrent_meds
19008305,PPI,concurrent_meds
19010180,PPI,concurrent_meds
19010207,PPI,concurrent_meds
42800716,PPI,concurrent_meds
42800719,PPI,concurrent_meds
42800715,PPI,concurrent_meds
42800720,PPI,concurrent_meds
42800263,PPI,concurrent_meds
42800262,PPI,concurrent_meds
792376,PPI,concurrent_meds
792377,PPI,concurrent_meds
923648,PPI,concurrent_meds
923690,PPI,concurrent_meds
923691,PPI,concurrent_meds
923687,PPI,concurrent_meds
923752,PPI,concurrent_meds
923753,PPI,concurrent_meds
19013434,PPI,concurrent_meds
36249859,PPI,concurrent_meds
36249860,PPI,concurrent_meds
40118805,PPI,concurrent_meds
993623,PPI,concurrent_meds
42543965,PPI,concurrent_meds
42543964,PPI,concurrent_meds
19016797,PPI,concurrent_meds
929927,PPI,concurrent_meds
929922,PPI,concurrent_meds
1718266,PPI,concurrent_meds
1718264,PPI,concurrent_meds
1718259,PPI,concurrent_meds
1718256,PPI,concurrent_meds
1718263,PPI,concurrent_meds
1718260,PPI,concurrent_meds
1718261,PPI,concurrent_meds
1718253,PPI,concurrent_meds
1718274,PPI,concurrent_meds
1718275,PPI,concurrent_meds
40058171,PPI,concurrent_meds
40058170,PPI,concurrent_meds
40058172,PPI,concurrent_meds
40123802,PPI,concurrent_meds
40123803,PPI,concurrent_meds
40126070,PPI,concurrent_meds
40126071,PPI,concurrent_meds
35603677,PPI,concurrent_meds
35603676,PPI,concurrent_meds
35603675,PPI,concurrent_meds
35603674,PPI,concurrent_meds
19024820,PPI,concurrent_meds
19024786,PPI,concurrent_meds
40128029,PPI,concurrent_meds
35606348,PPI,concurrent_meds
35606347,PPI,concurrent_meds
44784922,PPI,concurrent_meds
44784921,PPI,concurrent_meds
40069719,PPI,concurrent_meds
40069722,PPI,concurrent_meds
40069727,PPI,concurrent_meds
40069725,PPI,concurrent_meds
40069724,PPI,concurrent_meds
40134962,PPI,concurrent_meds
948108,PPI,concurrent_meds
19102190,PPI,concurrent_meds
19102188,PPI,concurrent_meds
19101743,PPI,concurrent_meds
19101742,PPI,concurrent_meds
19101746,PPI,concurrent_meds
19101745,PPI,concurrent_meds
19101744,PPI,concurrent_meds
19101790,PPI,concurrent_meds
40139104,PPI,concurrent_meds
40140167,PPI,concurrent_meds
40144941,PPI,concurrent_meds
40148883,PPI,concurrent_meds
19113637,PPI,concurrent_meds
19113636,PPI,concurrent_meds
19113655,PPI,concurrent_meds
19113991,PPI,concurrent_meds
19113992,PPI,concurrent_meds
43560632,PPI,concurrent_meds
43560633,PPI,concurrent_meds
43560634,PPI,concurrent_meds
43560635,PPI,concurrent_meds
43560636,PPI,concurrent_meds
19115774,PPI,concurrent_meds
19116859,PPI,concurrent_meds
19117015,PPI,concurrent_meds
19116555,PPI,concurrent_meds
19116561,PPI,concurrent_meds
19117476,PPI,concurrent_meds
19117488,PPI,concurrent_meds
40220768,PPI,concurrent_meds
40220765,PPI,concurrent_meds
40220767,PPI,concurrent_meds
40220766,PPI,concurrent_meds
40221047,PPI,concurrent_meds
40221046,PPI,concurrent_meds
40221050,PPI,concurrent_meds
19054442,PPI,concurrent_meds
19054406,PPI,concurrent_meds
19054407,PPI,concurrent_meds
40221868,PPI,concurrent_meds
40221867,PPI,concurrent_meds
19120527,PPI,concurrent_meds
40222895,PPI,concurrent_meds
40222894,PPI,concurrent_meds
19121170,PPI,concurrent_meds
19121169,PPI,concurrent_meds
19122146,PPI,concurrent_meds
19122145,PPI,concurrent_meds
40158361,PPI,concurrent_meds
40158362,PPI,concurrent_meds
19122571,PPI,concurrent_meds
904460,PPI,concurrent_meds
904457,PPI,concurrent_meds
904456,PPI,concurrent_meds
904458,PPI,concurrent_meds
19125630,PPI,concurrent_meds
40163282,PPI,concurrent_meds
40163283,PPI,concurrent_meds
40098413,PPI,concurrent_meds
19061738,PPI,concurrent_meds
40098065,PPI,concurrent_meds
19128318,PPI,concurrent_meds
19128317,PPI,concurrent_meds
19129191,PPI,concurrent_meds
19129192,PPI,concurrent_meds
19129203,PPI,concurrent_meds
19129206,PPI,concurrent_meds
19129205,PPI,concurrent_meds
19129204,PPI,concurrent_meds
40165708,PPI,concurrent_meds
40165707,PPI,concurrent_meds
40167300,PPI,concurrent_meds
40167301,PPI,concurrent_meds
19130286,PPI,concurrent_meds
19130290,PPI,concurrent_meds
19130288,PPI,concurrent_meds
19130292,PPI,concurrent_meds
19132863,PPI,concurrent_meds
19132864,PPI,concurrent_meds
19133802,PPI,concurrent_meds
19133801,PPI,concurrent_meds
19003320,PPI,concurrent_meds
40041698,PPI,concurrent_meds
40041702,PPI,concurrent_meds
40041703,PPI,concurrent_meds
1548195,hormonal_therapy,concurrent_meds
1549080,hormonal_therapy,concurrent_meds
1636780,hormonal_therapy,concurrent_meds
1551673,hormonal_therapy,concurrent_meds
1506602,hormonal_therapy,concurrent_meds
1500211,hormonal_therapy,concurrent_meds
40038309,hormonal_therapy,concurrent_meds
40038314,hormonal_therapy,concurrent_meds
19018978,hormonal_therapy,concurrent_meds
19081679,hormonal_therapy,concurrent_meds
40042044,hormonal_therapy,concurrent_meds
1513103,hormonal_therapy,concurrent_meds
40037531,hormonal_therapy,concurrent_meds
40037552,hormonal_therapy,concurrent_meds
19077083,hormonal_therapy,concurrent_meds
1549186,hormonal_therapy,concurrent_meds
1552310,hormonal_therapy,concurrent_meds
40065626,hormonal_therapy,concurrent_meds
40226593,hormonal_therapy,concurrent_meds
40226592,hormonal_therapy,concurrent_meds
40227449,hormonal_therapy,concurrent_meds
1300978,hormonal_therapy,concurrent_meds
1521369,hormonal_therapy,concurrent_meds
1549254,hormonal_therapy,concurrent_meds
40083767,hormonal_therapy,concurrent_meds
44814411,hormonal_therapy,concurrent_meds
44814412,hormonal_therapy,concurrent_meds
40037567,hormonal_therapy,concurrent_meds
19076997,hormonal_therapy,concurrent_meds
1548617,hormonal_therapy,concurrent_meds
40169039,hormonal_therapy,concurrent_meds
40169040,hormonal_therapy,concurrent_meds
40169041,hormonal_therapy,concurrent_meds
40221070,hormonal_therapy,concurrent_meds
1549104,hormonal_therapy,concurrent_meds
1549184,hormonal_therapy,concurrent_meds
40086566,hormonal_therapy,concurrent_meds
40224789,hormonal_therapy,concurrent_meds
40224788,hormonal_therapy,concurrent_meds
40226607,hormonal_therapy,concurrent_meds
40226606,hormonal_therapy,concurrent_meds
42629582,hormonal_therapy,concurrent_meds
19077055,hormonal_therapy,concurrent_meds
19081205,hormonal_therapy,concurrent_meds
1548197,hormonal_therapy,concurrent_meds
40038311,hormonal_therapy,concurrent_meds
1549216,hormonal_therapy,concurrent_meds
19125519,hormonal_therapy,concurrent_meds
925102,hormonal_therapy,concurrent_meds
1548679,hormonal_therapy,concurrent_meds
19022066,hormonal_therapy,concurrent_meds
1356401,hormonal_therapy,concurrent_meds
1548199,hormonal_therapy,concurrent_meds
1548616,hormonal_therapy,concurrent_meds
1548681,hormonal_therapy,concurrent_meds
40083768,hormonal_therapy,concurrent_meds
44814414,hormonal_therapy,concurrent_meds
44814413,hormonal_therapy,concurrent_meds
19018977,hormonal_therapy,concurrent_meds
19081883,hormonal_therapy,concurrent_meds
40075410,hormonal_therapy,concurrent_meds
1548198,hormonal_therapy,concurrent_meds
1548615,hormonal_therapy,concurrent_meds
1549183,hormonal_therapy,concurrent_meds
1552382,hormonal_therapy,concurrent_meds
42629584,hormonal_therapy,concurrent_meds
40038683,hormonal_therapy,concurrent_meds
19077056,hormonal_therapy,concurrent_meds
40221101,hormonal_therapy,concurrent_meds
40221102,hormonal_therapy,concurrent_meds
42629588,hormonal_therapy,concurrent_meds
19057122,hormonal_therapy,concurrent_meds
1506671,hormonal_therapy,concurrent_meds
19077058,hormonal_therapy,concurrent_meds
40066018,hormonal_therapy,concurrent_meds
1549786,hormonal_therapy,concurrent_meds
42902562,hormonal_therapy,concurrent_meds
42902910,hormonal_therapy,concurrent_meds
42707064,hormonal_therapy,concurrent_meds
42707063,hormonal_therapy,concurrent_meds
1589505,hormonal_therapy,concurrent_meds
42629586,hormonal_therapy,concurrent_meds
19077057,hormonal_therapy,concurrent_meds
19077143,hormonal_therapy,concurrent_meds
1549291,hormonal_therapy,concurrent_meds
40224812,hormonal_therapy,concurrent_meds
40224811,hormonal_therapy,concurrent_meds
40032855,hormonal_therapy,concurrent_meds
40037560,hormonal_therapy,concurrent_meds
19098113,hormonal_therapy,concurrent_meds
19098697,hormonal_therapy,concurrent_meds
1596779,hormonal_therapy,concurrent_meds
40164967,hormonal_therapy,concurrent_meds
40164968,hormonal_therapy,concurrent_meds
1511449,hormonal_therapy,concurrent_meds
19084762,hormonal_therapy,concurrent_meds
19095092,hormonal_therapy,concurrent_meds
40221086,hormonal_therapy,concurrent_meds
40224835,hormonal_therapy,concurrent_meds
40224834,hormonal_therapy,concurrent_meds
40039151,hormonal_therapy,concurrent_meds
19077124,hormonal_therapy,concurrent_meds
40065631,hormonal_therapy,concurrent_meds
1548705,hormonal_therapy,concurrent_meds
1549293,hormonal_therapy,concurrent_meds
1586808,hormonal_therapy,concurrent_meds
42903061,hormonal_therapy,concurrent_meds
42903375,hormonal_therapy,concurrent_meds
40164961,hormonal_therapy,concurrent_meds
40164962,hormonal_therapy,concurrent_meds
40038310,hormonal_therapy,concurrent_meds
1636873,hormonal_therapy,concurrent_meds
40051622,hormonal_therapy,concurrent_meds
40066015,hormonal_therapy,concurrent_meds
19094426,hormonal_therapy,concurrent_meds
19100534,hormonal_therapy,concurrent_meds
1548196,hormonal_therapy,concurrent_meds
1549103,hormonal_therapy,concurrent_meds
1549187,hormonal_therapy,concurrent_meds
40224804,hormonal_therapy,concurrent_meds
40236087,hormonal_therapy,concurrent_meds
40236088,hormonal_therapy,concurrent_meds
19134070,hormonal_therapy,concurrent_meds
40242717,hormonal_therapy,concurrent_meds
19013180,hormonal_therapy,concurrent_meds
19022911,hormonal_therapy,concurrent_meds
40140770,hormonal_therapy,concurrent_meds
19044354,hormonal_therapy,concurrent_meds
42902416,hormonal_therapy,concurrent_meds
42902463,hormonal_therapy,concurrent_meds
42902825,hormonal_therapy,concurrent_meds
1356402,hormonal_therapy,concurrent_meds
40030333,hormonal_therapy,concurrent_meds
40164972,hormonal_therapy,concurrent_meds
40164971,hormonal_therapy,concurrent_meds
40038312,hormonal_therapy,concurrent_meds
1636816,hormonal_therapy,concurrent_meds
1636823,hormonal_therapy,concurrent_meds
1506705,hormonal_therapy,concurrent_meds
19087362,hormonal_therapy,concurrent_meds
1548339,hormonal_therapy,concurrent_meds
1548508,hormonal_therapy,concurrent_meds
1548737,hormonal_therapy,concurrent_meds
1548965,hormonal_therapy,concurrent_meds
1549218,hormonal_therapy,concurrent_meds
40226327,hormonal_therapy,concurrent_meds
40226328,hormonal_therapy,concurrent_meds
19134063,hormonal_therapy,concurrent_meds
19134062,hormonal_therapy,concurrent_meds
1312007,hormonal_therapy,concurrent_meds
40242720,hormonal_therapy,concurrent_meds
19012531,hormonal_therapy,concurrent_meds
40130992,hormonal_therapy,concurrent_meds
40132266,hormonal_therapy,concurrent_meds
1597235,hormonal_therapy,concurrent_meds
40141899,hormonal_therapy,concurrent_meds
19040158,hormonal_therapy,concurrent_meds
19040995,hormonal_therapy,concurrent_meds
19044351,hormonal_therapy,concurrent_meds
19044297,hormonal_therapy,concurrent_meds
42902456,hormonal_therapy,concurrent_meds
42903153,hormonal_therapy,concurrent_meds
42902735,hormonal_therapy,concurrent_meds
42902588,hormonal_therapy,concurrent_meds
42902956,hormonal_therapy,concurrent_meds
42902987,hormonal_therapy,concurrent_meds
42902843,hormonal_therapy,concurrent_meds
19064777,hormonal_therapy,concurrent_meds
40038316,hormonal_therapy,concurrent_meds
40038677,hormonal_therapy,concurrent_meds
40039778,hormonal_therapy,concurrent_meds
40039762,hormonal_therapy,concurrent_meds
1636827,hormonal_therapy,concurrent_meds
1636870,hormonal_therapy,concurrent_meds
1636871,hormonal_therapy,concurrent_meds
40042051,hormonal_therapy,concurrent_meds
40042045,hormonal_therapy,concurrent_meds
1506606,hormonal_therapy,concurrent_meds
1511451,hormonal_therapy,concurrent_meds
1511688,hormonal_therapy,concurrent_meds
19084763,hormonal_therapy,concurrent_meds
1521592,hormonal_therapy,concurrent_meds
19085523,hormonal_therapy,concurrent_meds
40061050,hormonal_therapy,concurrent_meds
35604747,hormonal_therapy,concurrent_meds
35604745,hormonal_therapy,concurrent_meds
40075423,hormonal_therapy,concurrent_meds
1548733,hormonal_therapy,concurrent_meds
1548804,hormonal_therapy,concurrent_meds
1549261,hormonal_therapy,concurrent_meds
42707066,hormonal_therapy,concurrent_meds
42707065,hormonal_therapy,concurrent_meds
